sample_id,dialogue_id,utterance_id,speaker,utterance,context,gold_label,prompt_type,input_condition,model_name,custom_id,raw_output,confidence,reason,is_demo,free_emotions,free_emotions_norm,mapped_label,mapping_method,mapping_confidence,mapping_reason,is_correct
S0159,368,0,Ross,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",,sadness,perturbation,text-only,qwen-vl-plus,perturbation:S0159:text_only,"{\n  ""free_emotions"": [""apologetic"", ""hopeful""],\n  ""confidence"": 0.85,\n  ""reason"": ""The speaker expresses regret for not being able to attend Spacecamp and shows hope that something else might compensate, indicating apologetic and hopeful emotions.""\n}",0.85,"The speaker expresses regret for not being able to attend Spacecamp and shows hope that something else might compensate, indicating apologetic and hopeful emotions.",false,apologetic|hopeful,apologetic|hopeful,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0159,368,0,Ross,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",,sadness,perturbation,text + context,qwen-vl-plus,perturbation:S0159:text_plus_context,"{\n  ""free_emotions"": [""apologetic"", ""hopeful""],\n  ""confidence"": 0.85,\n  ""reason"": ""The speaker expresses an apology for not being able to attend Spacecamp and conveys hope that something else might compensate for it.""\n}",0.85,The speaker expresses an apology for not being able to attend Spacecamp and conveys hope that something else might compensate for it.,false,apologetic|hopeful,apologetic|hopeful,sadness,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,true
S0160,372,12,Phoebe,Intense and creepy.,Phoebe: They don't see all the good stuff and all the sweet stuff. Phoebe: They just think you're a little... Roger: What?,neutral,perturbation,text + context,qwen-vl-plus,perturbation:S0160:text_plus_context,"{\n  ""free_emotions"": [""intense"", ""creepy""],\n  ""confidence"": 0.9,\n  ""reason"": ""Phoebe directly describes the situation as 'intense and creepy,' indicating strong negative emotions.""\n}",0.9,"Phoebe directly describes the situation as 'intense and creepy,' indicating strong negative emotions.",false,intense|creepy,intense|creepy,fear,llm_mapping_fallback,0.9,"The fine-grained emotions 'intense' and 'creepy' suggest a feeling of unease or fear, which aligns with the coarse emotion label 'fear'.",false
S0160,372,12,Phoebe,Intense and creepy.,Phoebe: They don't see all the good stuff and all the sweet stuff. Phoebe: They just think you're a little... Roger: What?,neutral,perturbation,text-only,qwen-vl-plus,perturbation:S0160:text_only,"{\n  ""free_emotions"": [""intense"", ""creepy""],\n  ""confidence"": 0.9,\n  ""reason"": ""The speaker directly describes the emotion as 'intense and creepy,' indicating a strong negative reaction.""\n}",0.9,"The speaker directly describes the emotion as 'intense and creepy,' indicating a strong negative reaction.",false,intense|creepy,intense|creepy,fear,llm_mapping_fallback,0.9,"The fine-grained emotions 'intense' and 'creepy' suggest a feeling of unease or fear, which aligns with the coarse emotion label 'fear'.",false
S0160,372,12,Phoebe,Intense and creepy.,Phoebe: They don't see all the good stuff and all the sweet stuff. Phoebe: They just think you're a little... Roger: What?,neutral,perturbation,text + context + image,qwen-vl-plus,perturbation:S0160:text_plus_context_plus_image,"{\n  ""free_emotions"": [""disgust"", ""skepticism""],\n  ""confidence"": 0.85,\n  ""reason"": ""Phoebe's statement 'Intense and creepy' suggests a strong negative reaction, likely stemming from skepticism about what Roger is saying or doing.""\n}",0.85,"Phoebe's statement 'Intense and creepy' suggests a strong negative reaction, likely stemming from skepticism about what Roger is saying or doing.",false,disgust|skepticism,disgust|skepticism,disgust,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0161,380,4,Rachel,You sure?,Mark: Right here! Rachel: Oh God. Im sorry about this. Mark: Thats okay.,joy,perturbation,text-only,qwen-vl-plus,perturbation:S0161:text_only,"{\n  ""free_emotions"": [""skepticism"", ""uncertainty""],\n  ""confidence"": 0.8,\n  ""reason"": ""The phrase 'You sure?' suggests Rachel is questioning or doubting something, indicating skepticism and uncertainty.""\n}",0.8,"The phrase 'You sure?' suggests Rachel is questioning or doubting something, indicating skepticism and uncertainty.",false,skepticism|uncertainty,skepticism|uncertainty,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0161,380,4,Rachel,You sure?,Mark: Right here! Rachel: Oh God. Im sorry about this. Mark: Thats okay.,joy,perturbation,text + context,qwen-vl-plus,perturbation:S0161:text_plus_context,"{\n  ""free_emotions"": [""uncertainty"", ""concern""],\n  ""confidence"": 0.8,\n  ""reason"": ""Rachel's question 'You sure?' indicates uncertainty, while her previous apology suggests underlying concern.""\n}",0.8,"Rachel's question 'You sure?' indicates uncertainty, while her previous apology suggests underlying concern.",false,uncertainty|concern,uncertainty|concern,fear,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,false
S0161,380,4,Rachel,You sure?,Mark: Right here! Rachel: Oh God. Im sorry about this. Mark: Thats okay.,joy,perturbation,text + context + image,qwen-vl-plus,perturbation:S0161:text_plus_context_plus_image,"{\n  ""free_emotions"": [""uncertainty"", ""caution""],\n  ""confidence"": 0.85,\n  ""reason"": ""Rachel's question 'You sure?' indicates she is seeking confirmation, reflecting uncertainty and caution in her tone.""\n}",0.85,"Rachel's question 'You sure?' indicates she is seeking confirmation, reflecting uncertainty and caution in her tone.",false,uncertainty|caution,uncertainty|caution,fear,hybrid_dictionary_plus_fallback,0.75,Dictionary majority vote over normalized emotion words.,false
S0162,401,8,Phoebe Sr,Youre Erwins daughter?!,"Phoebe: Are you ah, Phoebe Abott? Phoebe Sr: Ahh, yes. Phoebe: Hi Phoebe Abott, Im your best friends daughter!",surprise,perturbation,text + context + image,qwen-vl-plus,perturbation:S0162:text_plus_context_plus_image,"{\n  ""free_emotions"": [""surprise"", ""curiosity""],\n  ""confidence"": 0.85,\n  ""reason"": ""The speaker's wide eyes and open mouth in the image suggest surprise, while her questioning tone and body language indicate curiosity about the identity of the other person.""\n}",0.85,"The speaker's wide eyes and open mouth in the image suggest surprise, while her questioning tone and body language indicate curiosity about the identity of the other person.",false,surprise|curiosity,surprise|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
S0162,401,8,Phoebe Sr,Youre Erwins daughter?!,"Phoebe: Are you ah, Phoebe Abott? Phoebe Sr: Ahh, yes. Phoebe: Hi Phoebe Abott, Im your best friends daughter!",surprise,perturbation,text-only,qwen-vl-plus,perturbation:S0162:text_only,"{\n  ""free_emotions"": [""surprise"", ""curiosity""],\n  ""confidence"": 0.85,\n  ""reason"": ""The exclamation mark and the question 'You're Erwin's daughter?!' indicate surprise, while the phrasing suggests curiosity about the relationship.""\n}",0.85,"The exclamation mark and the question 'You're Erwin's daughter?!' indicate surprise, while the phrasing suggests curiosity about the relationship.",false,surprise|curiosity,surprise|curiosity,surprise,dictionary,0.8500000000000001,Dictionary majority vote over normalized emotion words.,true
